model_id,language,weat_category_id,layer_idx,SEAT_score,comments
cerebras/Cerebras-GPT-111M,en,WEAT1,0,0.07258809,SEAT_base_en_WEAT1_layer0
cerebras/Cerebras-GPT-111M,en,WEAT1,1,0.44676808,SEAT_base_en_WEAT1_layer1
cerebras/Cerebras-GPT-111M,en,WEAT1,2,0.65743834,SEAT_base_en_WEAT1_layer2
cerebras/Cerebras-GPT-111M,en,WEAT1,3,0.63659644,SEAT_base_en_WEAT1_layer3
cerebras/Cerebras-GPT-111M,en,WEAT1,4,0.3798628,SEAT_base_en_WEAT1_layer4
cerebras/Cerebras-GPT-111M,en,WEAT1,5,0.48874778,SEAT_base_en_WEAT1_layer5
cerebras/Cerebras-GPT-111M,en,WEAT1,6,0.72678196,SEAT_base_en_WEAT1_layer6
cerebras/Cerebras-GPT-111M,en,WEAT1,7,0.72030747,SEAT_base_en_WEAT1_layer7
cerebras/Cerebras-GPT-111M,en,WEAT1,8,0.6619645,SEAT_base_en_WEAT1_layer8
cerebras/Cerebras-GPT-111M,en,WEAT1,9,0.6034947,SEAT_base_en_WEAT1_layer9
cerebras/Cerebras-GPT-111M,en,WEAT2,0,-0.24953088,SEAT_base_en_WEAT2_layer0
cerebras/Cerebras-GPT-111M,en,WEAT2,1,0.7953502,SEAT_base_en_WEAT2_layer1
cerebras/Cerebras-GPT-111M,en,WEAT2,2,0.9638721,SEAT_base_en_WEAT2_layer2
cerebras/Cerebras-GPT-111M,en,WEAT2,3,0.9307008,SEAT_base_en_WEAT2_layer3
cerebras/Cerebras-GPT-111M,en,WEAT2,4,0.78955334,SEAT_base_en_WEAT2_layer4
cerebras/Cerebras-GPT-111M,en,WEAT2,5,0.7785899,SEAT_base_en_WEAT2_layer5
cerebras/Cerebras-GPT-111M,en,WEAT2,6,0.9697665,SEAT_base_en_WEAT2_layer6
cerebras/Cerebras-GPT-111M,en,WEAT2,7,1.0228481,SEAT_base_en_WEAT2_layer7
cerebras/Cerebras-GPT-111M,en,WEAT2,8,1.0641642,SEAT_base_en_WEAT2_layer8
cerebras/Cerebras-GPT-111M,en,WEAT2,9,1.0126176,SEAT_base_en_WEAT2_layer9
cerebras/Cerebras-GPT-111M,en,WEAT6,0,1.1068147,SEAT_base_en_WEAT6_layer0
cerebras/Cerebras-GPT-111M,en,WEAT6,1,1.6312481,SEAT_base_en_WEAT6_layer1
cerebras/Cerebras-GPT-111M,en,WEAT6,2,1.4457347,SEAT_base_en_WEAT6_layer2
cerebras/Cerebras-GPT-111M,en,WEAT6,3,1.645889,SEAT_base_en_WEAT6_layer3
cerebras/Cerebras-GPT-111M,en,WEAT6,4,1.672914,SEAT_base_en_WEAT6_layer4
cerebras/Cerebras-GPT-111M,en,WEAT6,5,1.6511497,SEAT_base_en_WEAT6_layer5
cerebras/Cerebras-GPT-111M,en,WEAT6,6,1.6307757,SEAT_base_en_WEAT6_layer6
cerebras/Cerebras-GPT-111M,en,WEAT6,7,1.6783454,SEAT_base_en_WEAT6_layer7
cerebras/Cerebras-GPT-111M,en,WEAT6,8,1.5796756,SEAT_base_en_WEAT6_layer8
cerebras/Cerebras-GPT-111M,en,WEAT6,9,1.597742,SEAT_base_en_WEAT6_layer9
