model_id,language,weat_category_id,prompt_idx,layer_idx,entity1,entity2,attribute,attention_entity1,attention_entity2,prob_entity1,prob_entity2,bias_ratio,comments
DebK/OpenELM-270M-finetuned-alpaca-hindi_full,en,WEAT1,0,0,aster,ant,caress,0.529876708984375,0.5118789672851562,0.0003750324249267578,9.47713851928711e-05,3.9572327044025157,ATLAS_finetuned_en_WEAT1_prompt0_layer0
DebK/OpenELM-270M-finetuned-alpaca-hindi_full,en,WEAT1,0,1,aster,ant,caress,0.5196990966796875,0.5013389587402344,0.0003750324249267578,9.47713851928711e-05,3.9572327044025157,ATLAS_finetuned_en_WEAT1_prompt0_layer1
DebK/OpenELM-270M-finetuned-alpaca-hindi_full,en,WEAT1,0,2,aster,ant,caress,0.5136566162109375,0.4957923889160156,0.0003750324249267578,9.47713851928711e-05,3.9572327044025157,ATLAS_finetuned_en_WEAT1_prompt0_layer2
DebK/OpenELM-270M-finetuned-alpaca-hindi_full,en,WEAT1,0,3,aster,ant,caress,0.5131912231445312,0.5004339218139648,0.0003750324249267578,9.47713851928711e-05,3.9572327044025157,ATLAS_finetuned_en_WEAT1_prompt0_layer3
DebK/OpenELM-270M-finetuned-alpaca-hindi_full,en,WEAT1,0,4,aster,ant,caress,0.5153884887695312,0.5007033348083496,0.0003750324249267578,9.47713851928711e-05,3.9572327044025157,ATLAS_finetuned_en_WEAT1_prompt0_layer4
DebK/OpenELM-270M-finetuned-alpaca-hindi_full,en,WEAT1,0,5,aster,ant,caress,0.516510009765625,0.5011568069458008,0.0003750324249267578,9.47713851928711e-05,3.9572327044025157,ATLAS_finetuned_en_WEAT1_prompt0_layer5
DebK/OpenELM-270M-finetuned-alpaca-hindi_full,en,WEAT1,0,6,aster,ant,caress,0.5148086547851562,0.5022487640380859,0.0003750324249267578,9.47713851928711e-05,3.9572327044025157,ATLAS_finetuned_en_WEAT1_prompt0_layer6
DebK/OpenELM-270M-finetuned-alpaca-hindi_full,en,WEAT1,0,7,aster,ant,caress,0.5080718994140625,0.50946044921875,0.0003750324249267578,9.47713851928711e-05,3.9572327044025157,ATLAS_finetuned_en_WEAT1_prompt0_layer7
DebK/OpenELM-270M-finetuned-alpaca-hindi_full,en,WEAT1,0,8,aster,ant,caress,0.5024814605712891,0.5088577270507812,0.0003750324249267578,9.47713851928711e-05,3.9572327044025157,ATLAS_finetuned_en_WEAT1_prompt0_layer8
DebK/OpenELM-270M-finetuned-alpaca-hindi_full,en,WEAT1,0,9,aster,ant,caress,0.5060081481933594,0.514739990234375,0.0003750324249267578,9.47713851928711e-05,3.9572327044025157,ATLAS_finetuned_en_WEAT1_prompt0_layer9
DebK/OpenELM-270M-finetuned-alpaca-hindi_full,en,WEAT1,0,10,aster,ant,caress,0.507476806640625,0.50604248046875,0.0003750324249267578,9.47713851928711e-05,3.9572327044025157,ATLAS_finetuned_en_WEAT1_prompt0_layer10
