model_id,language,weat_category_id,prompt_idx,layer_idx,entity1,entity2,attribute,attention_entity1,attention_entity2,prob_entity1,prob_entity2,bias_ratio,comments
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,0,aster,ant,caress,0.003818127792328596,0.005406183656305075,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer0
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,1,aster,ant,caress,0.013946793973445892,0.012690308503806591,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer1
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,2,aster,ant,caress,0.0254363976418972,0.011182162910699844,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer2
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,3,aster,ant,caress,0.008110040798783302,0.005661529954522848,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer3
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,4,aster,ant,caress,0.002688855631276965,0.0021539595909416676,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer4
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,5,aster,ant,caress,0.004478157497942448,0.006180021911859512,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer5
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,6,aster,ant,caress,0.0012887140037491918,0.0024621132761240005,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer6
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,7,aster,ant,caress,0.005443574860692024,0.010751329362392426,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer7
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,8,aster,ant,caress,0.002375395968556404,0.0043542953208088875,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer8
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,9,aster,ant,caress,0.006231896113604307,0.008468491956591606,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer9
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,10,aster,ant,caress,0.009039762429893017,0.015906808897852898,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer10
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,11,aster,ant,caress,0.0055247098207473755,0.009818580001592636,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer11
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,12,aster,ant,caress,0.005714252591133118,0.0054569849744439125,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer12
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,13,aster,ant,caress,0.007894700393080711,0.019862938672304153,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer13
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,14,aster,ant,caress,0.006028845906257629,0.004611100070178509,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer14
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,15,aster,ant,caress,0.013807231560349464,0.021955249831080437,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer15
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,16,aster,ant,caress,0.011748945340514183,0.026615513488650322,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer16
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,17,aster,ant,caress,0.01735827885568142,0.01125209778547287,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer17
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,18,aster,ant,caress,0.008825816214084625,0.012826688587665558,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer18
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,19,aster,ant,caress,0.0035856631584465504,0.005263613071292639,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer19
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,20,aster,ant,caress,0.006553389132022858,0.008332786150276661,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer20
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,21,aster,ant,caress,0.014090757817029953,0.021331652998924255,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer21
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,22,aster,ant,caress,0.009919053874909878,0.00304080150090158,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer22
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,23,aster,ant,caress,0.007919423282146454,0.003043767996132374,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer23
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,24,aster,ant,caress,0.0073293661698699,0.0031504719518125057,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer24
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,25,aster,ant,caress,0.0030180306639522314,0.0025871240068227053,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer25
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,26,aster,ant,caress,0.018810659646987915,0.0076690735295414925,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer26
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,0,27,aster,ant,caress,0.030855000019073486,0.008119460195302963,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt0_layer27
DebK/Qwen2.5-1.5B-finetuned-alpaca-hindi_full,en,WEAT1,1,0,aster,ant,freedom,0.003676427062600851,0.005207887850701809,1.0139278856513556e-05,0.0031784153543412685,0.0031900421204122133,ATLAS_finetuned_en_WEAT1_prompt1_layer0
