model_id,model_type,language,weat_category_id,layer_idx,combined_effect_size,variance,tau_squared,i_squared,q_statistic,confidence_interval_lower,confidence_interval_upper,z_score,p_value_two_tailed,p_value_one_tailed,significant_05,significant_01,n_templates,between_context_variance,context_consistency,max_context_difference,total_sentences_generated,total_words,comments
meta-llama/Llama-3.2-1B,base,en,WEAT1,0,0.3905546,0.005095416,0,0,0.026225248,0.25064809065534144,0.5304611231736991,5.4713173,4.467027192589512e-08,2.233513596294756e-08,True,True,16,0.00013312319,0.97045857,0.04766518,1600,100,Enhanced_CEAT_base_en_WEAT1_layer0
meta-llama/Llama-3.2-1B,base,en,WEAT1,1,0.8478872,0.00545082,0,0,0.44002217,0.7031837320789431,0.9925907039180661,11.48437,0.0,0.0,True,True,16,0.002392239,0.9423463,0.15296388,1600,100,Enhanced_CEAT_base_en_WEAT1_layer1
meta-llama/Llama-3.2-1B,base,en,WEAT1,2,1.2374406,0.005959908,0,0,0.7706957,1.086130499096504,1.3887506730836718,16.02893,0.0,0.0,True,True,16,0.0046244725,0.9450985,0.21988297,1600,100,Enhanced_CEAT_base_en_WEAT1_layer2
meta-llama/Llama-3.2-1B,base,en,WEAT1,3,1.4867034,0.006387314,0,0,1.4741269,1.3300617573379823,1.6433450343490295,18.602238,0.0,0.0,True,True,16,0.009389961,0.9349406,0.2575873,1600,100,Enhanced_CEAT_base_en_WEAT1_layer3
meta-llama/Llama-3.2-1B,base,en,WEAT1,4,1.4880846,0.0063901497,0,0,1.5405338,1.3314081467341192,1.6447609626103632,18.615389,0.0,0.0,True,True,16,0.009891139,0.9332955,0.30802238,1600,100,Enhanced_CEAT_base_en_WEAT1_layer4
meta-llama/Llama-3.2-1B,base,en,WEAT1,5,1.5348222,0.0064779455,0,0,1.3945016,1.3770731784464694,1.692571272694888,19.069506,0.0,0.0,True,True,16,0.008994814,0.9383142,0.31837487,1600,100,Enhanced_CEAT_base_en_WEAT1_layer5
meta-llama/Llama-3.2-1B,base,en,WEAT1,6,1.5849159,0.0065748715,0,0,1.1917528,1.4259910646128988,1.7438406881642008,19.546211,0.0,0.0,True,True,16,0.0078076436,0.94433147,0.32461,1600,100,Enhanced_CEAT_base_en_WEAT1_layer6
meta-llama/Llama-3.2-1B,base,en,WEAT1,7,1.593304,0.0065917363,0,0,1.2382017,1.4341755308436164,1.7524325452519647,19.624508,0.0,0.0,True,True,16,0.008030081,0.94384336,0.3452512,1600,100,Enhanced_CEAT_base_en_WEAT1_layer7
meta-llama/Llama-3.2-1B,base,en,WEAT1,8,1.5452471,0.00649616,0,0,0.9338849,1.3872764176681214,1.7032177382156677,19.172096,0.0,0.0,True,True,16,0.0060712853,0.9496342,0.29309487,1600,100,Enhanced_CEAT_base_en_WEAT1_layer8
meta-llama/Llama-3.2-1B,base,en,WEAT1,9,1.5846676,0.0065722805,0,0,0.6814361,1.4257740602152595,1.7435610666615715,19.547,0.0,0.0,True,True,16,0.004503564,0.95768756,0.2531613,1600,100,Enhanced_CEAT_base_en_WEAT1_layer9
