model_id,model_type,language,weat_category_id,layer_idx,combined_effect_size,variance,tau_squared,i_squared,q_statistic,confidence_interval_lower,confidence_interval_upper,z_score,p_value_two_tailed,p_value_one_tailed,significant_05,significant_01,n_templates,between_context_variance,context_consistency,max_context_difference,total_sentences_generated,total_words,comments
HuggingFaceTB/SmolLM2-135M,base,en,WEAT1,0,0.34338126,0.0050738254,0,0,0.041225582,0.2037714699168787,0.4829910418133154,4.820686,1.430654919643004e-06,7.15327459821502e-07,True,True,16,0.00020831861,0.9579693,0.05962637,1600,100,Enhanced_CEAT_base_en_WEAT1_layer0
HuggingFaceTB/SmolLM2-135M,base,en,WEAT1,1,0.71332604,0.005318197,0,0,0.052802395,0.5703937622741557,0.8562583115860127,9.781509,0.0,0.0,True,True,16,0.00028060924,0.97651803,0.04489398,1600,100,Enhanced_CEAT_base_en_WEAT1_layer1
HuggingFaceTB/SmolLM2-135M,base,en,WEAT1,2,0.7584069,0.0053600166,0,0,0.15794162,0.6149137358448735,0.9019000191905269,10.359033,0.0,0.0,True,True,16,0.00085009966,0.96156335,0.12462115,1600,100,Enhanced_CEAT_base_en_WEAT1_layer2
HuggingFaceTB/SmolLM2-135M,base,en,WEAT1,3,0.6971245,0.0053044623,0,0,0.21822788,0.5543768890375032,0.8398720733648406,9.5717125,0.0,0.0,True,True,16,0.0011594812,0.95116824,0.14377731,1600,100,Enhanced_CEAT_base_en_WEAT1_layer3
HuggingFaceTB/SmolLM2-135M,base,en,WEAT1,4,0.84299755,0.0054445257,0,0,0.1094501,0.6983776372677087,0.9876174646610022,11.42474,0.0,0.0,True,True,16,0.0005975291,0.971007,0.092331946,1600,100,Enhanced_CEAT_base_en_WEAT1_layer4
HuggingFaceTB/SmolLM2-135M,base,en,WEAT1,5,0.9106781,0.0055193515,0,0,0.2948202,0.7650677791440526,1.0562883981859645,12.258035,0.0,0.0,True,True,16,0.0016196943,0.95582324,0.1493811,1600,100,Enhanced_CEAT_base_en_WEAT1_layer5
HuggingFaceTB/SmolLM2-135M,base,en,WEAT1,6,1.0236541,0.005655629,0,0,0.2015212,0.8762571326584521,1.1710510738997755,13.611712,0.0,0.0,True,True,16,0.0011483651,0.966904,0.109484255,1600,100,Enhanced_CEAT_base_en_WEAT1_layer6
HuggingFaceTB/SmolLM2-135M,base,en,WEAT1,7,1.1892779,0.0058846995,0,0,0.19352466,1.0389255295557147,1.339630245133006,15.503195,0.0,0.0,True,True,16,0.0011398715,0.97161824,0.115362525,1600,100,Enhanced_CEAT_base_en_WEAT1_layer7
HuggingFaceTB/SmolLM2-135M,base,en,WEAT1,8,1.4192406,0.0062604244,0,0,0.38892177,1.264162674493699,1.5743185133267357,17.93718,0.0,0.0,True,True,16,0.0024340765,0.96525437,0.19007635,1600,100,Enhanced_CEAT_base_en_WEAT1_layer8
HuggingFaceTB/SmolLM2-135M,base,en,WEAT1,9,1.507689,0.00642135,0,0,0.16094881,1.3506305655654114,1.6647474327866394,18.814756,0.0,0.0,True,True,16,0.0010366112,0.9786495,0.13562918,1600,100,Enhanced_CEAT_base_en_WEAT1_layer9
HuggingFaceTB/SmolLM2-135M,base,en,WEAT1,10,1.4935582,0.0063946596,0,0,0.11547345,1.3368264886115686,1.6502898482109412,18.677273,0.0,0.0,True,True,16,0.0007399401,0.9817898,0.12019503,1600,100,Enhanced_CEAT_base_en_WEAT1_layer10
HuggingFaceTB/SmolLM2-135M,base,en,WEAT1,11,1.4447163,0.0063053733,0,0,0.22084469,1.289082688119651,1.600349980566262,18.193958,0.0,0.0,True,True,16,0.0013955089,0.9741498,0.155411,1600,100,Enhanced_CEAT_base_en_WEAT1_layer11
