model_id,language,weat_category_id,layer_idx,weat_score,comments
meta-llama/Llama-3.2-1B,hindi,WEAT1,0,0.30788565,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT1,1,0.3093475,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT1,2,-0.19619447,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT1,3,-0.021502286,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT1,4,0.13456836,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT1,5,0.10190797,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT1,6,0.08737471,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT1,7,0.027488528,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT1,8,0.03376295,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT1,9,0.07418832,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT1,10,0.1861943,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT1,11,0.22850096,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT1,12,0.23208082,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT1,13,0.2764167,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT1,14,0.29347762,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT1,15,0.23636246,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,0,0.32767785,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,1,0.62577766,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,2,0.74648726,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,3,0.7315166,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,4,0.7427904,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,5,0.6734735,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,6,0.57432187,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,7,0.6056579,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,8,0.6720891,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,9,0.7310974,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,10,0.6058537,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,11,0.6063647,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,12,0.5383974,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,13,0.4949486,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,14,0.46835974,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT2,15,0.41157874,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,0,0.28764868,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,1,0.094998874,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,2,0.1948049,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,3,0.33642355,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,4,0.2217738,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,5,0.01854806,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,6,-0.23263258,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,7,-0.11854559,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,8,-0.29296306,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,9,-0.39679974,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,10,-0.17061692,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,11,-0.30952147,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,12,-0.4998891,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,13,-0.29899096,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,14,-0.48937497,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,hindi,WEAT6,15,-0.3676757,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,0,-0.60201013,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,1,-0.52364427,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,2,-0.4509311,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,3,-0.41452172,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,4,-0.40171194,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,5,-0.33530146,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,6,-0.38205418,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,7,-0.33115694,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,8,-0.33198598,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,9,-0.2491795,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,10,-0.21129306,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,11,-0.20492463,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,12,-0.18009415,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,13,-0.22105771,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,14,-0.3166414,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT1,15,-0.41474056,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,0,-0.6931478,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,1,-0.7611948,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,2,-0.32411402,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,3,-0.41076887,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,4,-0.4361697,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,5,-0.44669437,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,6,-0.5636764,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,7,-0.55763036,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,8,-0.5672683,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,9,-0.51832724,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,10,-0.49144518,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,11,-0.5208375,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,12,-0.5294266,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,13,-0.54577404,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,14,-0.57752097,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT2,15,-0.56666523,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,0,0.7287894,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,1,1.1907303,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,2,-0.07272113,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,3,0.12494981,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,4,0.22926934,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,5,0.35525715,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,6,0.4017598,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,7,0.2941875,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,8,0.31904823,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,9,0.2907024,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,10,0.4195688,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,11,0.5561327,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,12,0.6678714,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,13,0.70709306,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,14,0.66634095,After epoch 2 hindi finetune on Llama-3.2-1B
meta-llama/Llama-3.2-1B,english,WEAT6,15,0.36311224,After epoch 2 hindi finetune on Llama-3.2-1B
