model_id,language,weat_category,layer_index,layer_name,attribution_score,baseline_bias_l2,localization_ratio,is_significant_layer
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,0,layer_0,0.005626525878906254,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,1,layer_1,0.06131408691406248,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,2,layer_2,0.061016845703125,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,3,layer_3,0.061904296875000014,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,4,layer_4,0.06144958496093751,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,5,layer_5,0.062445678710937494,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,6,layer_6,0.061488647460937525,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,7,layer_7,0.061798095703125,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,8,layer_8,0.06150878906249999,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,9,layer_9,0.0662451171875,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,10,layer_10,0.07115356445312503,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,11,layer_11,0.07109497070312498,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,12,layer_12,0.07399780273437503,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,13,layer_13,0.07401977539062501,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,14,layer_14,0.08807373046875,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,15,layer_15,0.1262939453125,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,0,layer_0,0.004688262939453125,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,1,layer_1,0.04840515136718751,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,2,layer_2,0.049170532226562494,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,3,layer_3,0.05058166503906253,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,4,layer_4,0.05163330078124999,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,5,layer_5,0.050620117187499994,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,6,layer_6,0.05010192871093748,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,7,layer_7,0.05113464355468751,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,8,layer_8,0.04925781250000001,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,9,layer_9,0.054156494140625,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,10,layer_10,0.05608398437500002,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,11,layer_11,0.05950561523437501,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,12,layer_12,0.064434814453125,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,13,layer_13,0.07157836914062501,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,14,layer_14,0.08694335937500003,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,15,layer_15,0.10794677734375001,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,0,layer_0,0.003309326171874999,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,1,layer_1,0.027000122070312507,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,2,layer_2,0.028339843750000003,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,3,layer_3,0.028575439453124997,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,4,layer_4,0.028819580078124997,0.0,0.0,False
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,5,layer_5,0.0290374755859375,0.0,0.0,True
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,6,layer_6,0.028313598632812513,0.0,0.0,False
