model_id,language,weat_category,layer_index,layer_name,attribution_score,baseline_bias_l2,localization_ratio,is_significant_layer
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,0,layer_0,0.028773884549736985,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,1,layer_1,0.08151437118649482,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,2,layer_2,0.17734141349792482,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,3,layer_3,0.20119567781686784,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,4,layer_4,0.1508527630567551,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,5,layer_5,0.502982466816902,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,0,layer_0,0.028773884549736985,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,1,layer_1,0.08151437118649482,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,2,layer_2,0.17734141349792482,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,3,layer_3,0.20119567781686784,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,4,layer_4,0.1508527630567551,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,5,layer_5,0.502982466816902,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,0,layer_0,0.04322982639074324,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,1,layer_1,0.11160189002752305,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,2,layer_2,0.13817995429038998,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,3,layer_3,0.1637475940585137,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,4,layer_4,0.12028751015663143,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,5,layer_5,0.25392534017562873,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,0,layer_0,0.028773884549736985,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,1,layer_1,0.08151437118649482,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,2,layer_2,0.17734141349792482,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,3,layer_3,0.20119567781686784,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,4,layer_4,0.1508527630567551,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,5,layer_5,0.502982466816902,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,0,layer_0,0.04322982639074324,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,1,layer_1,0.11160189002752305,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,2,layer_2,0.13817995429038998,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,3,layer_3,0.1637475940585137,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,4,layer_4,0.12028751015663143,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,5,layer_5,0.25392534017562873,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT6,0,layer_0,0.02584673568606376,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT6,1,layer_1,0.06860823780298234,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT6,2,layer_2,0.09686686530709265,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT6,3,layer_3,0.09840172946453092,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT6,4,layer_4,0.08874642521142957,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT6,5,layer_5,0.2821806067228317,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,0,layer_0,0.028773884549736985,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,1,layer_1,0.08151437118649482,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,2,layer_2,0.17734141349792482,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,3,layer_3,0.20119567781686784,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,4,layer_4,0.1508527630567551,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT1,5,layer_5,0.502982466816902,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,0,layer_0,0.04322982639074324,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,1,layer_1,0.11160189002752305,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,2,layer_2,0.13817995429038998,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,3,layer_3,0.1637475940585137,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,4,layer_4,0.12028751015663143,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT2,5,layer_5,0.25392534017562873,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT6,0,layer_0,0.02584673568606376,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT6,1,layer_1,0.06860823780298234,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT6,2,layer_2,0.09686686530709265,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT6,3,layer_3,0.09840172946453092,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT6,4,layer_4,0.08874642521142957,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,English,WEAT6,5,layer_5,0.2821806067228317,0.0,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,Hindi,WEAT1,0,layer_0,0.0355361217528184,0.19577495028173214,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,Hindi,WEAT1,1,layer_1,0.053672065696915676,0.19577495028173214,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,Hindi,WEAT1,2,layer_2,0.07304835769225684,0.19577495028173214,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,Hindi,WEAT1,3,layer_3,0.05421655520592415,0.19577495028173214,0.0,True
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,Hindi,WEAT1,4,layer_4,0.07331252935919405,0.19577495028173214,0.0,True
