model_id,language,weat_category,layer_index,layer_name,attribution_score,baseline_bias_l2,localization_ratio,is_significant_layer
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,0,layer_0,0.01666625976562501,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,1,layer_1,0.01411529541015624,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,2,layer_2,0.06722961425781251,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,3,layer_3,0.07638671874999997,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,4,layer_4,0.07549987792968751,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,5,layer_5,0.07320373535156248,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,6,layer_6,0.07147155761718751,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,7,layer_7,0.12562255859375,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,8,layer_8,0.41545654296874995,0.0,0.0,True
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,9,layer_9,0.41554931640625004,0.0,0.0,True
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,10,layer_10,0.41700439453125,0.0,0.0,True
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,11,layer_11,0.4165185546875,0.0,0.0,True
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,12,layer_12,0.41607910156249994,0.0,0.0,True
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,13,layer_13,0.41478271484375,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,14,layer_14,0.4143261718750001,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,15,layer_15,0.41795654296875,0.0,0.0,True
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,16,layer_16,0.4152758789062499,0.0,0.0,True
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,17,layer_17,0.4144970703125001,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,18,layer_18,0.4104907226562499,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,19,layer_19,0.40870117187500005,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,20,layer_20,0.4104663085937499,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,21,layer_21,0.41048828125,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,22,layer_22,0.40978759765625006,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,23,layer_23,0.41010742187500004,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,24,layer_24,0.4093359375000001,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,25,layer_25,0.40914306640625,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,26,layer_26,0.4068286132812499,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,27,layer_27,0.4082324218749999,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,28,layer_28,0.4054003906249999,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,29,layer_29,0.40728515625000006,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,30,layer_30,0.40388671874999993,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,31,layer_31,0.3961181640625,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,32,layer_32,0.398037109375,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,33,layer_33,0.3918603515625,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,34,layer_34,0.37773925781249995,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,35,layer_35,0.3747851562499999,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,36,layer_36,0.4052587890625,0.0,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,37,layer_37,0.4418701171875,0.0,0.0,True
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,38,layer_38,1.2395312500000004,0.0,0.0,True
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT1,39,layer_39,0.56755859375,0.0,0.0,True
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT2,0,layer_0,0.02741524768918753,0.00031494140625,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT2,1,layer_1,0.019469325567036882,0.00031494140625,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT2,2,layer_2,0.07463287258148193,0.00031494140625,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT2,3,layer_3,0.0778492172539234,0.00031494140625,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT2,4,layer_4,0.07889202604293825,0.00031494140625,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT2,5,layer_5,0.07812396195828913,0.00031494140625,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT2,6,layer_6,0.07827659790515898,0.00031494140625,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT2,7,layer_7,0.12645949252545835,0.00031494140625,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT2,8,layer_8,0.27997828571200367,0.00031494140625,0.0,True
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT2,9,layer_9,0.2819930802106857,0.00031494140625,0.0,True
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT2,10,layer_10,0.27974627907276145,0.00031494140625,0.0,False
Debk/granite-3.3-2b-finetuned-alpaca-hindi-bengali_full,English,WEAT2,11,layer_11,0.27929691884517666,0.00031494140625,0.0,False
