model_id,language,weat_category,layer_index,layer_name,attribution_score,baseline_bias_l2,localization_ratio,is_significant_layer
Debk/SmolLM2-135M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,0,layer_0,0.16373535156249996,0.0,0.0,False
Debk/SmolLM2-135M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,1,layer_1,0.24740234374999998,0.0,0.0,False
Debk/SmolLM2-135M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,2,layer_2,0.4427343749999998,0.0,0.0,False
Debk/SmolLM2-135M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,3,layer_3,0.4455664062499998,0.0,0.0,False
Debk/SmolLM2-135M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,4,layer_4,0.4540136718749998,0.0,0.0,False
Debk/SmolLM2-135M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,5,layer_5,0.41609374999999993,0.0,0.0,False
Debk/SmolLM2-135M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,6,layer_6,0.43105468750000003,0.0,0.0,False
Debk/SmolLM2-135M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,7,layer_7,0.480224609375,0.0,0.0,False
Debk/SmolLM2-135M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,8,layer_8,0.45400390625000003,0.0,0.0,False
Debk/SmolLM2-135M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,9,layer_9,0.31946289062499994,0.0,0.0,False
Debk/SmolLM2-135M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,10,layer_10,0.3642871093749999,0.0,0.0,False
Debk/SmolLM2-135M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,11,layer_11,5.1326171875,0.0,0.0,False
Debk/SmolLM2-135M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,12,layer_12,5.134062499999999,0.0,0.0,False
Debk/SmolLM2-135M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,13,layer_13,5.135624999999998,0.0,0.0,False
