model_id,model_type,language,weat_category,layer_idx,phase,linear_separability,steering_vector_applied,coefficient,baseline_bias,steered_bias,bias_reduction_percent,comments
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,0,separability_analysis,0.58,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer0
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,1,separability_analysis,0.76,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer1
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,2,separability_analysis,0.72,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer2
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,3,separability_analysis,0.7,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer3
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,4,separability_analysis,0.84,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer4
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,5,separability_analysis,0.82,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer5
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,6,separability_analysis,0.84,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer6
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,7,separability_analysis,0.88,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer7
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,8,separability_analysis,0.92,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer8
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,9,separability_analysis,0.88,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer9
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,10,separability_analysis,0.88,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer10
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,11,separability_analysis,0.92,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer11
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,12,separability_analysis,0.88,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer12
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,13,separability_analysis,0.88,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer13
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,14,separability_analysis,0.87,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer14
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,15,separability_analysis,0.86,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer15
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,16,separability_analysis,0.84,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer16
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,17,separability_analysis,0.85,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer17
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,18,separability_analysis,0.88,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer18
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,19,separability_analysis,0.88,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer19
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,20,separability_analysis,0.87,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer20
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,21,separability_analysis,0.83,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer21
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,22,separability_analysis,0.83,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer22
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,23,separability_analysis,0.8,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer23
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,24,separability_analysis,0.77,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer24
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,25,separability_analysis,0.73,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer25
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,26,separability_analysis,0.7,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer26
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,27,separability_analysis,0.69,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer27
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,28,separability_analysis,0.67,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer28
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,29,separability_analysis,0.72,False,0.0,,,,LinearSep_finetuned_en_WEAT1_layer29
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,11,bias_mitigation,0.92,True,-2.0,0.5644646286964417,0.8656295537948608,-53.354084491729736,SteeringVec_finetuned_en_WEAT1_layer11_coef-2.0
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,11,bias_mitigation,0.92,True,-1.0,0.5644646286964417,0.861853837966919,-52.68518328666687,SteeringVec_finetuned_en_WEAT1_layer11_coef-1.0
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,11,bias_mitigation,0.92,False,0.0,0.5644646286964417,0.8575584292411804,-51.92421078681946,SteeringVec_finetuned_en_WEAT1_layer11_coef0.0
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,11,bias_mitigation,0.92,True,1.0,0.5644646286964417,0.8524333834648132,-51.01625919342041,SteeringVec_finetuned_en_WEAT1_layer11_coef1.0
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,11,bias_mitigation,0.92,True,1.6,0.5644646286964417,0.8487191796302795,-50.35825967788696,SteeringVec_finetuned_en_WEAT1_layer11_coef1.6
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,11,bias_mitigation,0.92,True,2.0,0.5644646286964417,0.8458259701728821,-49.84569847583771,SteeringVec_finetuned_en_WEAT1_layer11_coef2.0
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,8,bias_mitigation,0.92,True,-2.0,0.4499552249908447,0.8659899830818176,-92.46136546134949,SteeringVec_finetuned_en_WEAT1_layer8_coef-2.0
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,8,bias_mitigation,0.92,True,-1.0,0.4499552249908447,0.861137330532074,-91.38289093971252,SteeringVec_finetuned_en_WEAT1_layer8_coef-1.0
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,8,bias_mitigation,0.92,False,0.0,0.4499552249908447,0.8575584292411804,-90.5875027179718,SteeringVec_finetuned_en_WEAT1_layer8_coef0.0
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,8,bias_mitigation,0.92,True,1.0,0.4499552249908447,0.8538952469825745,-89.77338075637817,SteeringVec_finetuned_en_WEAT1_layer8_coef1.0
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,8,bias_mitigation,0.92,True,1.6,0.4499552249908447,0.8510562181472778,-89.14242386817932,SteeringVec_finetuned_en_WEAT1_layer8_coef1.6
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT1,8,bias_mitigation,0.92,True,2.0,0.4499552249908447,0.8488326072692871,-88.64824175834656,SteeringVec_finetuned_en_WEAT1_layer8_coef2.0
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,0,separability_analysis,0.58,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer0
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,1,separability_analysis,0.76,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer1
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,2,separability_analysis,0.74,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer2
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,3,separability_analysis,0.7,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer3
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,4,separability_analysis,0.82,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer4
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,5,separability_analysis,0.82,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer5
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,6,separability_analysis,0.83,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer6
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,7,separability_analysis,0.87,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer7
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,8,separability_analysis,0.89,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer8
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,9,separability_analysis,0.84,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer9
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,10,separability_analysis,0.79,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer10
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,11,separability_analysis,0.76,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer11
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,12,separability_analysis,0.76,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer12
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,13,separability_analysis,0.78,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer13
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,14,separability_analysis,0.75,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer14
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,15,separability_analysis,0.78,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer15
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,16,separability_analysis,0.79,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer16
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,17,separability_analysis,0.8,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer17
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,18,separability_analysis,0.79,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer18
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,19,separability_analysis,0.81,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer19
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,20,separability_analysis,0.78,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer20
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,21,separability_analysis,0.81,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer21
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,22,separability_analysis,0.79,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer22
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,23,separability_analysis,0.68,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer23
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,24,separability_analysis,0.71,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer24
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,25,separability_analysis,0.68,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer25
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,26,separability_analysis,0.67,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer26
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,27,separability_analysis,0.68,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer27
DebK/MobileLLM-125M-finetuned-alpaca-hindi,finetuned,en,WEAT2,28,separability_analysis,0.68,False,0.0,,,,LinearSep_finetuned_en_WEAT2_layer28
