model_id,model_type,language,weat_category,layer_idx,phase,linear_separability,steering_vector_applied,coefficient,baseline_bias,steered_bias,bias_reduction_percent,comments
facebook/MobileLLM-125M,base,en,WEAT1,0,separability_analysis,0.58,False,0.0,,,,LinearSep_base_en_WEAT1_layer0
facebook/MobileLLM-125M,base,en,WEAT1,1,separability_analysis,0.76,False,0.0,,,,LinearSep_base_en_WEAT1_layer1
facebook/MobileLLM-125M,base,en,WEAT1,2,separability_analysis,0.74,False,0.0,,,,LinearSep_base_en_WEAT1_layer2
facebook/MobileLLM-125M,base,en,WEAT1,3,separability_analysis,0.74,False,0.0,,,,LinearSep_base_en_WEAT1_layer3
facebook/MobileLLM-125M,base,en,WEAT1,4,separability_analysis,0.84,False,0.0,,,,LinearSep_base_en_WEAT1_layer4
facebook/MobileLLM-125M,base,en,WEAT1,5,separability_analysis,0.82,False,0.0,,,,LinearSep_base_en_WEAT1_layer5
facebook/MobileLLM-125M,base,en,WEAT1,6,separability_analysis,0.84,False,0.0,,,,LinearSep_base_en_WEAT1_layer6
facebook/MobileLLM-125M,base,en,WEAT1,7,separability_analysis,0.88,False,0.0,,,,LinearSep_base_en_WEAT1_layer7
facebook/MobileLLM-125M,base,en,WEAT1,8,separability_analysis,0.92,False,0.0,,,,LinearSep_base_en_WEAT1_layer8
facebook/MobileLLM-125M,base,en,WEAT1,9,separability_analysis,0.92,False,0.0,,,,LinearSep_base_en_WEAT1_layer9
facebook/MobileLLM-125M,base,en,WEAT1,10,separability_analysis,0.94,False,0.0,,,,LinearSep_base_en_WEAT1_layer10
facebook/MobileLLM-125M,base,en,WEAT1,11,separability_analysis,0.94,False,0.0,,,,LinearSep_base_en_WEAT1_layer11
facebook/MobileLLM-125M,base,en,WEAT1,12,separability_analysis,0.9,False,0.0,,,,LinearSep_base_en_WEAT1_layer12
facebook/MobileLLM-125M,base,en,WEAT1,13,separability_analysis,0.88,False,0.0,,,,LinearSep_base_en_WEAT1_layer13
facebook/MobileLLM-125M,base,en,WEAT1,14,separability_analysis,0.88,False,0.0,,,,LinearSep_base_en_WEAT1_layer14
facebook/MobileLLM-125M,base,en,WEAT1,15,separability_analysis,0.89,False,0.0,,,,LinearSep_base_en_WEAT1_layer15
facebook/MobileLLM-125M,base,en,WEAT1,16,separability_analysis,0.86,False,0.0,,,,LinearSep_base_en_WEAT1_layer16
facebook/MobileLLM-125M,base,en,WEAT1,17,separability_analysis,0.87,False,0.0,,,,LinearSep_base_en_WEAT1_layer17
facebook/MobileLLM-125M,base,en,WEAT1,18,separability_analysis,0.88,False,0.0,,,,LinearSep_base_en_WEAT1_layer18
facebook/MobileLLM-125M,base,en,WEAT1,19,separability_analysis,0.88,False,0.0,,,,LinearSep_base_en_WEAT1_layer19
facebook/MobileLLM-125M,base,en,WEAT1,20,separability_analysis,0.88,False,0.0,,,,LinearSep_base_en_WEAT1_layer20
facebook/MobileLLM-125M,base,en,WEAT1,21,separability_analysis,0.85,False,0.0,,,,LinearSep_base_en_WEAT1_layer21
facebook/MobileLLM-125M,base,en,WEAT1,22,separability_analysis,0.85,False,0.0,,,,LinearSep_base_en_WEAT1_layer22
facebook/MobileLLM-125M,base,en,WEAT1,23,separability_analysis,0.83,False,0.0,,,,LinearSep_base_en_WEAT1_layer23
facebook/MobileLLM-125M,base,en,WEAT1,24,separability_analysis,0.75,False,0.0,,,,LinearSep_base_en_WEAT1_layer24
facebook/MobileLLM-125M,base,en,WEAT1,25,separability_analysis,0.75,False,0.0,,,,LinearSep_base_en_WEAT1_layer25
facebook/MobileLLM-125M,base,en,WEAT1,26,separability_analysis,0.72,False,0.0,,,,LinearSep_base_en_WEAT1_layer26
facebook/MobileLLM-125M,base,en,WEAT1,27,separability_analysis,0.74,False,0.0,,,,LinearSep_base_en_WEAT1_layer27
