model_id,model_type,language,weat_category,layer_idx,phase,linear_separability,steering_vector_applied,coefficient,baseline_bias,steered_bias,bias_reduction_percent,comments
EleutherAI/pythia-70m,base,en,WEAT1,0,separability_analysis,0.8,False,0.0,,,,LinearSep_base_en_WEAT1_layer0
EleutherAI/pythia-70m,base,en,WEAT1,1,separability_analysis,0.75,False,0.0,,,,LinearSep_base_en_WEAT1_layer1
EleutherAI/pythia-70m,base,en,WEAT1,2,separability_analysis,0.8,False,0.0,,,,LinearSep_base_en_WEAT1_layer2
EleutherAI/pythia-70m,base,en,WEAT1,3,separability_analysis,0.79,False,0.0,,,,LinearSep_base_en_WEAT1_layer3
EleutherAI/pythia-70m,base,en,WEAT1,4,separability_analysis,0.66,False,0.0,,,,LinearSep_base_en_WEAT1_layer4
EleutherAI/pythia-70m,base,en,WEAT1,5,separability_analysis,0.65,False,0.0,,,,LinearSep_base_en_WEAT1_layer5
EleutherAI/pythia-70m,base,en,WEAT1,0,bias_mitigation,0.8,True,-2.0,0.06507862359285355,0.9971820116043091,-1432.272720336914,SteeringVec_base_en_WEAT1_layer0_coef-2.0
EleutherAI/pythia-70m,base,en,WEAT1,0,bias_mitigation,0.8,True,-1.0,0.06507862359285355,0.9972212910652161,-1432.3330879211426,SteeringVec_base_en_WEAT1_layer0_coef-1.0
EleutherAI/pythia-70m,base,en,WEAT1,0,bias_mitigation,0.8,False,0.0,0.06507862359285355,0.9972410798072815,-1432.363510131836,SteeringVec_base_en_WEAT1_layer0_coef0.0
EleutherAI/pythia-70m,base,en,WEAT1,0,bias_mitigation,0.8,True,1.0,0.06507862359285355,0.9972735643386841,-1432.4134826660156,SteeringVec_base_en_WEAT1_layer0_coef1.0
EleutherAI/pythia-70m,base,en,WEAT1,0,bias_mitigation,0.8,True,1.6,0.06507862359285355,0.9973083734512329,-1432.4668884277344,SteeringVec_base_en_WEAT1_layer0_coef1.6
EleutherAI/pythia-70m,base,en,WEAT1,0,bias_mitigation,0.8,True,2.0,0.06507862359285355,0.9973275065422058,-1432.4963569641113,SteeringVec_base_en_WEAT1_layer0_coef2.0
EleutherAI/pythia-70m,base,en,WEAT1,2,bias_mitigation,0.8,True,-2.0,0.6379681825637817,0.9969773292541504,-56.2738299369812,SteeringVec_base_en_WEAT1_layer2_coef-2.0
EleutherAI/pythia-70m,base,en,WEAT1,2,bias_mitigation,0.8,True,-1.0,0.6379681825637817,0.9971172213554382,-56.29575848579407,SteeringVec_base_en_WEAT1_layer2_coef-1.0
