model_id,language,weat_category_id,layer_idx,SEAT_score,comments
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,0,0.30805305,SEAT_finetuned_English_WEAT1_layer0
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,1,0.23225239,SEAT_finetuned_English_WEAT1_layer1
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,2,0.48747504,SEAT_finetuned_English_WEAT1_layer2
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,3,0.61258656,SEAT_finetuned_English_WEAT1_layer3
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,4,0.8267367,SEAT_finetuned_English_WEAT1_layer4
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,5,0.75960743,SEAT_finetuned_English_WEAT1_layer5
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,6,0.805988,SEAT_finetuned_English_WEAT1_layer6
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,7,0.9370582,SEAT_finetuned_English_WEAT1_layer7
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,8,0.90040374,SEAT_finetuned_English_WEAT1_layer8
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,9,1.2025459,SEAT_finetuned_English_WEAT1_layer9
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,10,1.2204845,SEAT_finetuned_English_WEAT1_layer10
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,11,1.053167,SEAT_finetuned_English_WEAT1_layer11
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,12,1.1277943,SEAT_finetuned_English_WEAT1_layer12
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,13,1.2459365,SEAT_finetuned_English_WEAT1_layer13
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,14,1.1719043,SEAT_finetuned_English_WEAT1_layer14
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,15,1.1161804,SEAT_finetuned_English_WEAT1_layer15
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,16,1.2231561,SEAT_finetuned_English_WEAT1_layer16
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,17,1.2734767,SEAT_finetuned_English_WEAT1_layer17
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,18,1.339384,SEAT_finetuned_English_WEAT1_layer18
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,19,1.2684096,SEAT_finetuned_English_WEAT1_layer19
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,20,1.268107,SEAT_finetuned_English_WEAT1_layer20
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,21,1.418907,SEAT_finetuned_English_WEAT1_layer21
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,22,1.4308492,SEAT_finetuned_English_WEAT1_layer22
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,23,1.489768,SEAT_finetuned_English_WEAT1_layer23
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,24,1.4852549,SEAT_finetuned_English_WEAT1_layer24
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,25,1.5123514,SEAT_finetuned_English_WEAT1_layer25
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,26,1.5644512,SEAT_finetuned_English_WEAT1_layer26
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,27,1.5226145,SEAT_finetuned_English_WEAT1_layer27
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,28,1.4857224,SEAT_finetuned_English_WEAT1_layer28
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT1,29,1.4672391,SEAT_finetuned_English_WEAT1_layer29
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,0,0.95717597,SEAT_finetuned_English_WEAT2_layer0
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,1,0.36023656,SEAT_finetuned_English_WEAT2_layer1
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,2,0.20945466,SEAT_finetuned_English_WEAT2_layer2
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,3,0.21926704,SEAT_finetuned_English_WEAT2_layer3
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,4,0.47520584,SEAT_finetuned_English_WEAT2_layer4
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,5,0.42487314,SEAT_finetuned_English_WEAT2_layer5
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,6,0.55039054,SEAT_finetuned_English_WEAT2_layer6
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,7,0.6908893,SEAT_finetuned_English_WEAT2_layer7
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,8,0.6576979,SEAT_finetuned_English_WEAT2_layer8
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,9,1.120646,SEAT_finetuned_English_WEAT2_layer9
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,10,1.1841283,SEAT_finetuned_English_WEAT2_layer10
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,11,1.2228024,SEAT_finetuned_English_WEAT2_layer11
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,12,1.1693779,SEAT_finetuned_English_WEAT2_layer12
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,13,1.1951716,SEAT_finetuned_English_WEAT2_layer13
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,14,1.1191269,SEAT_finetuned_English_WEAT2_layer14
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,15,1.095951,SEAT_finetuned_English_WEAT2_layer15
Debk/MobileLLM-125M-finetuned-alpaca-hindi-bengali_full,English,WEAT2,16,1.2742767,SEAT_finetuned_English_WEAT2_layer16
