model_id,language,weat_category_id,layer_idx,SEAT_score,comments
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,0,0.09768627,SEAT_finetuned_English_WEAT1_layer0
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,1,0.3402871,SEAT_finetuned_English_WEAT1_layer1
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,2,0.9196729,SEAT_finetuned_English_WEAT1_layer2
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,3,0.9659536,SEAT_finetuned_English_WEAT1_layer3
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,4,1.2583358,SEAT_finetuned_English_WEAT1_layer4
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,5,1.2674202,SEAT_finetuned_English_WEAT1_layer5
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,6,1.3163911,SEAT_finetuned_English_WEAT1_layer6
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,7,1.367526,SEAT_finetuned_English_WEAT1_layer7
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,8,1.2085536,SEAT_finetuned_English_WEAT1_layer8
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,9,1.3731636,SEAT_finetuned_English_WEAT1_layer9
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,10,1.6181606,SEAT_finetuned_English_WEAT1_layer10
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,11,1.6391038,SEAT_finetuned_English_WEAT1_layer11
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,12,1.6558173,SEAT_finetuned_English_WEAT1_layer12
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,13,1.733194,SEAT_finetuned_English_WEAT1_layer13
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,14,1.7412599,SEAT_finetuned_English_WEAT1_layer14
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT1,15,1.7561541,SEAT_finetuned_English_WEAT1_layer15
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,0,0.33436304,SEAT_finetuned_English_WEAT2_layer0
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,1,0.6244588,SEAT_finetuned_English_WEAT2_layer1
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,2,0.73718256,SEAT_finetuned_English_WEAT2_layer2
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,3,0.41970745,SEAT_finetuned_English_WEAT2_layer3
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,4,1.0318363,SEAT_finetuned_English_WEAT2_layer4
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,5,1.3037323,SEAT_finetuned_English_WEAT2_layer5
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,6,1.341697,SEAT_finetuned_English_WEAT2_layer6
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,7,1.3080173,SEAT_finetuned_English_WEAT2_layer7
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,8,1.2103494,SEAT_finetuned_English_WEAT2_layer8
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,9,1.2715967,SEAT_finetuned_English_WEAT2_layer9
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,10,1.5126808,SEAT_finetuned_English_WEAT2_layer10
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,11,1.4396895,SEAT_finetuned_English_WEAT2_layer11
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,12,1.5207692,SEAT_finetuned_English_WEAT2_layer12
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,13,1.5267612,SEAT_finetuned_English_WEAT2_layer13
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,14,1.6201664,SEAT_finetuned_English_WEAT2_layer14
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT2,15,1.610943,SEAT_finetuned_English_WEAT2_layer15
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,0,0.8211172,SEAT_finetuned_English_WEAT6_layer0
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,1,1.394572,SEAT_finetuned_English_WEAT6_layer1
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,2,1.4337182,SEAT_finetuned_English_WEAT6_layer2
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,3,1.5090407,SEAT_finetuned_English_WEAT6_layer3
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,4,1.4599828,SEAT_finetuned_English_WEAT6_layer4
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,5,1.4216737,SEAT_finetuned_English_WEAT6_layer5
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,6,1.6616719,SEAT_finetuned_English_WEAT6_layer6
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,7,1.6321509,SEAT_finetuned_English_WEAT6_layer7
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,8,1.6457452,SEAT_finetuned_English_WEAT6_layer8
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,9,1.614702,SEAT_finetuned_English_WEAT6_layer9
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,10,1.7510403,SEAT_finetuned_English_WEAT6_layer10
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,11,1.6144491,SEAT_finetuned_English_WEAT6_layer11
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,12,1.6204035,SEAT_finetuned_English_WEAT6_layer12
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,13,1.5850954,SEAT_finetuned_English_WEAT6_layer13
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,14,1.6061494,SEAT_finetuned_English_WEAT6_layer14
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,English,WEAT6,15,1.580384,SEAT_finetuned_English_WEAT6_layer15
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,0,0.34689808,SEAT_finetuned_Hindi_WEAT1_layer0
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,1,0.32472607,SEAT_finetuned_Hindi_WEAT1_layer1
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,2,0.28019327,SEAT_finetuned_Hindi_WEAT1_layer2
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,3,0.7225437,SEAT_finetuned_Hindi_WEAT1_layer3
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,4,0.90567344,SEAT_finetuned_Hindi_WEAT1_layer4
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,5,0.97333986,SEAT_finetuned_Hindi_WEAT1_layer5
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,6,0.9581161,SEAT_finetuned_Hindi_WEAT1_layer6
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,7,0.98481774,SEAT_finetuned_Hindi_WEAT1_layer7
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,8,0.74674374,SEAT_finetuned_Hindi_WEAT1_layer8
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,9,0.83625907,SEAT_finetuned_Hindi_WEAT1_layer9
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,10,0.7454973,SEAT_finetuned_Hindi_WEAT1_layer10
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,11,0.7742752,SEAT_finetuned_Hindi_WEAT1_layer11
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,12,0.80109215,SEAT_finetuned_Hindi_WEAT1_layer12
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,13,0.77775085,SEAT_finetuned_Hindi_WEAT1_layer13
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,14,0.87885606,SEAT_finetuned_Hindi_WEAT1_layer14
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT1,15,0.9636885,SEAT_finetuned_Hindi_WEAT1_layer15
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,0,0.18538283,SEAT_finetuned_Hindi_WEAT2_layer0
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,1,0.61843926,SEAT_finetuned_Hindi_WEAT2_layer1
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,2,0.5527355,SEAT_finetuned_Hindi_WEAT2_layer2
Debk/Llama-3.2-1B-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,3,0.9473281,SEAT_finetuned_Hindi_WEAT2_layer3
