model_id,model_type,language,weat_category,layer_idx,phase,linear_separability,steering_vector_applied,coefficient,baseline_bias,steered_bias,bias_reduction_percent,comments
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,finetuned_hindi_bengali,en,WEAT1,0,separability_analysis,0.8,False,0.0,,,,LinearSep_finetuned_hindi_bengali_en_WEAT1_layer0
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,finetuned_hindi_bengali,en,WEAT1,1,separability_analysis,0.76,False,0.0,,,,LinearSep_finetuned_hindi_bengali_en_WEAT1_layer1
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,finetuned_hindi_bengali,en,WEAT1,2,separability_analysis,0.8,False,0.0,,,,LinearSep_finetuned_hindi_bengali_en_WEAT1_layer2
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,finetuned_hindi_bengali,en,WEAT1,3,separability_analysis,0.8,False,0.0,,,,LinearSep_finetuned_hindi_bengali_en_WEAT1_layer3
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,finetuned_hindi_bengali,en,WEAT1,4,separability_analysis,0.66,False,0.0,,,,LinearSep_finetuned_hindi_bengali_en_WEAT1_layer4
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,finetuned_hindi_bengali,en,WEAT1,5,separability_analysis,0.66,False,0.0,,,,LinearSep_finetuned_hindi_bengali_en_WEAT1_layer5
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,finetuned_hindi_bengali,en,WEAT1,2,bias_mitigation,0.8,True,-2.0,0.6204863786697388,0.9855549335479736,-58.83586883544922,SteeringVec_finetuned_hindi_bengali_en_WEAT1_layer2_coef-2.0
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,finetuned_hindi_bengali,en,WEAT1,2,bias_mitigation,0.8,True,-1.0,0.6204863786697388,0.9862224459648132,-58.943450927734375,SteeringVec_finetuned_hindi_bengali_en_WEAT1_layer2_coef-1.0
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,finetuned_hindi_bengali,en,WEAT1,2,bias_mitigation,0.8,False,0.0,0.6204863786697388,0.9868232607841492,-59.040279388427734,SteeringVec_finetuned_hindi_bengali_en_WEAT1_layer2_coef0.0
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,finetuned_hindi_bengali,en,WEAT1,2,bias_mitigation,0.8,True,1.0,0.6204863786697388,0.9868836402893066,-59.050010681152344,SteeringVec_finetuned_hindi_bengali_en_WEAT1_layer2_coef1.0
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,finetuned_hindi_bengali,en,WEAT1,2,bias_mitigation,0.8,True,1.6,0.6204863786697388,0.9875592589378357,-59.15888977050781,SteeringVec_finetuned_hindi_bengali_en_WEAT1_layer2_coef1.6
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,finetuned_hindi_bengali,en,WEAT1,2,bias_mitigation,0.8,True,2.0,0.6204863786697388,0.9876489043235779,-59.17333984375,SteeringVec_finetuned_hindi_bengali_en_WEAT1_layer2_coef2.0
Debk/pythia-70m-finetuned-alpaca-hindi-bengali-full,finetuned_hindi_bengali,en,WEAT1,3,bias_mitigation,0.8,True,-2.0,0.7393006682395935,0.986975908279419,-33.50128936767578,SteeringVec_finetuned_hindi_bengali_en_WEAT1_layer3_coef-2.0
