model_id,model_type,language,weat_category,layer_index,layer_name,attribution_score,baseline_bias_l2,localization_ratio,is_significant_layer
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,0,layer_0,0.005574798583984375,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,1,layer_1,0.0639007568359375,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,2,layer_2,0.063668212890625,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,3,layer_3,0.06486694335937503,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,4,layer_4,0.06454956054687502,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,5,layer_5,0.06494262695312497,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,6,layer_6,0.064461669921875,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,7,layer_7,0.064449462890625,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,8,layer_8,0.06431396484374997,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,9,layer_9,0.068612060546875,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,10,layer_10,0.07359741210937498,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,11,layer_11,0.073052978515625,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,12,layer_12,0.07601196289062503,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,13,layer_13,0.07501464843750001,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,14,layer_14,0.08757324218750001,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT1,15,layer_15,0.11552490234375005,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,0,layer_0,0.004639587402343747,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,1,layer_1,0.05036376953124999,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,2,layer_2,0.0509490966796875,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,3,layer_3,0.05254028320312498,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,4,layer_4,0.053872070312500006,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,5,layer_5,0.05261718750000002,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,6,layer_6,0.051517333984375,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,7,layer_7,0.05292236328125002,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,8,layer_8,0.050955810546874994,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,9,layer_9,0.056315917968750025,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,10,layer_10,0.05816406249999999,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,11,layer_11,0.06163818359375003,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,12,layer_12,0.066131591796875,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,13,layer_13,0.07179077148437499,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,14,layer_14,0.08640380859374996,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT2,15,layer_15,0.10195068359375005,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,0,layer_0,0.003313751220703126,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,1,layer_1,0.02806396484375,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,2,layer_2,0.029216308593749997,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,3,layer_3,0.02954345703125001,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,4,layer_4,0.0297607421875,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,5,layer_5,0.029695434570312495,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,6,layer_6,0.029049072265625014,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,7,layer_7,0.030916137695312495,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,8,layer_8,0.032004394531249994,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,9,layer_9,0.03566406250000001,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,10,layer_10,0.03824645996093749,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,11,layer_11,0.04198669433593749,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,12,layer_12,0.04626098632812501,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,13,layer_13,0.04787475585937502,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,14,layer_14,0.05673583984374999,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,en,WEAT6,15,layer_15,0.07468750000000002,0.0,0.0,True
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,hi,WEAT1,0,layer_0,0.007343597412109373,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,hi,WEAT1,1,layer_1,0.0927777099609375,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,hi,WEAT1,2,layer_2,0.098529052734375,0.0,0.0,False
DebK/Llama-3.2-1B-finetuned-alpaca-hindi_full,finetuned,hi,WEAT1,3,layer_3,0.09608520507812501,0.0,0.0,False
