model_id,model_type,language,weat_category,layer_index,layer_name,attribution_score,baseline_bias_l2,localization_ratio,is_significant_layer
cerebras/Cerebras-GPT-111M,base,en,WEAT1,0,layer_0,0.10217529296875005,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT1,1,layer_1,0.10187500000000003,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT1,2,layer_2,0.08179443359375,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT1,3,layer_3,0.2342968750000001,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT1,4,layer_4,0.24069335937500008,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT1,5,layer_5,0.2336230468749999,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT1,6,layer_6,0.2445263671875001,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT1,7,layer_7,0.2466503906250001,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT1,8,layer_8,0.22911132812500004,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT1,9,layer_9,0.20160156250000005,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT2,0,layer_0,0.09948486328125006,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT2,1,layer_1,0.10751708984374997,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT2,2,layer_2,0.08172607421875,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT2,3,layer_3,0.14745117187500006,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT2,4,layer_4,0.13567871093749995,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT2,5,layer_5,0.12977539062500004,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT2,6,layer_6,0.14514648437500008,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT2,7,layer_7,0.17924316406249993,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT2,8,layer_8,0.23646972656249993,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT2,9,layer_9,0.24365722656250008,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT6,0,layer_0,0.10619384765625002,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT6,1,layer_1,0.09967773437500003,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT6,2,layer_2,0.0725830078125,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT6,3,layer_3,0.11386230468749999,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT6,4,layer_4,0.12708496093750005,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT6,5,layer_5,0.13248291015625002,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT6,6,layer_6,0.1465869140624999,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT6,7,layer_7,0.1683349609375,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT6,8,layer_8,0.1681884765625,0.0,0.0,True
cerebras/Cerebras-GPT-111M,base,en,WEAT6,9,layer_9,0.15341796875000002,0.0,0.0,True
