model_id,model_type,language,weat_category,layer_index,layer_name,attribution_score,baseline_bias_l2,localization_ratio,is_significant_layer
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT1,0,layer_0,0.029096069335937513,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT1,1,layer_1,0.08175537109375003,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT1,2,layer_2,0.18164794921875,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT1,3,layer_3,0.20171875000000006,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT1,4,layer_4,0.15445556640625,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT1,5,layer_5,0.48904785156249986,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT2,0,layer_0,0.04301086425781249,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT2,1,layer_1,0.112762451171875,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT2,2,layer_2,0.14269287109374998,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT2,3,layer_3,0.16801025390624996,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT2,4,layer_4,0.12577880859374996,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT2,5,layer_5,0.2884472656250001,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT6,0,layer_0,0.025883178710937496,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT6,1,layer_1,0.06951538085937499,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT6,2,layer_2,0.0999755859375,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT6,3,layer_3,0.10817382812500002,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT6,4,layer_4,0.08516113281249998,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,en,WEAT6,5,layer_5,0.2827294921875002,0.0,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT1,0,layer_0,0.034337428064833656,0.1502441656394083,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT1,1,layer_1,0.05241108883157005,0.1502441656394083,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT1,2,layer_2,0.06830136376142988,0.1502441656394083,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT1,3,layer_3,0.05816652197970966,0.1502441656394083,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT1,4,layer_4,0.06674420948934237,0.1502441656394083,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT1,5,layer_5,0.30802449169064894,0.1502441656394083,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT2,0,layer_0,0.03897366815945134,0.15156822204589843,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT2,1,layer_1,0.050715671771205985,0.15156822204589843,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT2,2,layer_2,0.09250781439989808,0.15156822204589843,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT2,3,layer_3,0.12682994539290665,0.15156822204589843,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT2,4,layer_4,0.09449410089617599,0.15156822204589843,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT2,5,layer_5,0.23022930103354158,0.15156822204589843,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT6,0,layer_0,0.03679989840195047,0.31833982467651367,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT6,1,layer_1,0.057181702454108724,0.31833982467651367,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT6,2,layer_2,0.09301441062823872,0.31833982467651367,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT6,3,layer_3,0.09959162603772712,0.31833982467651367,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT6,4,layer_4,0.09784231525962236,0.31833982467651367,0.0,True
DebK/pythia-70m-finetuned-alpaca-hindi,finetuned,hi,WEAT6,5,layer_5,0.19480917047942065,0.31833982467651367,0.0,True
